name;url;brand;availability;price
LM2767M5/NOPB, Преобразователь постоянного тока с переключаемым конденсатором двойной ключ;/product0/8016170569;Texas Instruments;no;98
LM2831XMF/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 1.5А;/product0/8291559885;Texas Instruments;no;310
LM2831YMFX/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 1.5А;/product0/8025834750;Texas Instruments;no;450
LM2840YMK-ADJL/NOPB;/product0/8007081654;Texas Instruments;no;390
LM2842XMKX-ADJL/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 0.6А;/product0/8030557939;Texas Instruments;no;330
LM2852XMXA-3.3/NOPB, Преобразователь постоянного тока понижающий синхронный 3.3В 2А;/product0/8000763421;Texas Instruments;no;280
LM2852YMXA-2.5/NOPB, Преобразователь постоянного тока понижающий синхронный 2.5В 2А 14;/product0/8021522436;Texas Instruments;no;630
LM2852YMXAX-1.2/NOPB, Преобразователь постоянного тока понижающий синхронный 1.2В 2А;/product0/8021884667;Texas Instruments;no;670
LM2852YMXAX-3.3/NOPB, Преобразователь постоянного тока понижающий синхронный 3.3В 2А;/product0/8018324942;Texas Instruments;no;620
LM3100MHX/NOPB, Преобразователь постоянного тока понижающий синхронный подстраиваемый;/product0/8007334223;Texas Instruments;no;610
LM3103MHX/NOPB, Преобразователь постоянного тока понижающий синхронный подстраиваемый;/product0/8001920768;Texas Instruments;no;280
LM3481MMX/NOPB, ШИМ контроллер повышающий обратноходовой связь по току 10MSOP;/product0/8025077971;Texas Instruments;no;150
LM3488MM,;/product0/8016170705;Texas Instruments;no;150
LM3671MF-1.2,;/product0/8016170707;Texas Instruments;no;160
LM3671MF-3.3/NOPB, , Понижающий DC/DC преобразователь , 2МГц, 600 мА, корпус SOT-23-5;/product0/8020810381;Texas Instruments;no;120
LM3671MFX-ADJ/NOPB, Преобразователь постоянного тока понижающий синхронный подстраиваемый 0.6А;/product0/8001807954;Texas Instruments;no;120
LM3674MFX-1.2/NOPB, Преобразователь постоянного тока понижающий синхронный 1.2В 0.6А;/product0/8028727042;Texas Instruments;no;290
LM43603PWPR, Преобразователь постоянного тока понижающий синхронный подстраиваемый 3А;/product0/8001801579;Texas Instruments;no;310
LM46002PWPR, , Синхронизируемый понижающий преобразователь напряжения Texas Instruments, 2А, 2.2МГц, корпус HTSSOP-16;/product0/8020810384;Texas Instruments;no;160
LM46002PWPR, Импульсный регулятор напряжения, 2А;/product0/8001920814;Texas Instruments;no;240
LM5000-3MTCX/NOPB, Преобразователь постоянного тока мультиконфигурационный подстраиваемый;/product0/8004120223;Texas Instruments;no;410
LM5002MAX/NOPB, Преобразователь постоянного тока мультиконфигурационный 0.5А;/product0/8003147526;Texas Instruments;no;460
LM5008AMM/NOPB, , Понижающий DC/DC преобразователь , Constant ON- Time режим, 600кГц, 350мА, корпус VSSOP-8;/product0/8020810383;Texas Instruments;no;340
LM5008AMM/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 0.35А;/product0/8645725957;Texas Instruments;no;310
LM5008MM/NOPB, , Понижающий DC/DC преобразователь , Constant ON-Time режим, 600кГц, 350мА, корпус VSSOP-8;/product0/8012125043;Texas Instruments;no;600
LM5008MM/NOPB, Преобразователь постоянного тока понижающий 0.35А вход 9,5-95В выход (2.5...0.8)*от напряжения входа -40...+125°С;/product0/8923018632;Texas Instruments;no;180
LM5009AMM/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 0.15А;/product0/8000276924;Texas Instruments;no;370
LM5010AMHX/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 1А;/product0/8003870223;Texas Instruments;no;240
LM5117PMH/NOPB, Контроллер DC-DC 5.5В...65В понижающий одиночный выход 0.8В 20A 20-Pin HTSSOP EP туба;/product0/8000654398;Texas Instruments;no;320
"LM5164DDAR, IC: PMIC; DC/DC converter; Uin: 6?100VDC; Uout: 1.2?90VDC; 1A; Ch: 1";/product0/8035454965;Texas Instruments;no;110
LM5574MTX/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 0.5А;/product0/8016695429;Texas Instruments;no;320
LM5576MHX/NOPB, , Понижающий регулятор напряжения , 500кГц, 75В, 3A, SIMPLE SWITCHER, корпус HTSSOP-20;/product0/8020810387;Texas Instruments;no;310
LM73605QRNPRQ1, Преобразователь постоянного тока понижающий синхронный подстраиваемый 5А;/product0/8025007567;Texas Instruments;no;570
LM76002RNPR, Преобразователь импульсный синхронный понижающий 3.5В...60В 2,5А -40°С...+125°С 30-WQFN;/product0/8024963562;Texas Instruments;no;270
LM828M5X/NOPB, NO -40°C~+85°C@(TJ) 1 FIxed -5.5V~-1.8V 1.8V~5.5V 25mA 12kHz SOT-23-5 DC-DC Converters ROHS;/product0/8030573052;Texas Instruments;no;110
LM828M5X/NOPB, Преобразователь постоянного тока с переключаемым конденсатором инвертирующий;/product0/8027334325;Texas Instruments;no;64
LMR14006XDDCR, Стабилизатор напряжения импульсный Wide Vin 40V 600mA Buck Regulator;/product0/8022317395;Texas Instruments;no;89
LMR14006YDDCR;/product0/8003008430;Texas Instruments;no;82
LMR14006YDDCR, , Преобразователь постоянного тока понижающий вход , 4В...40В, 0.6А, корпус SOT-23-Thin-6;/product0/8015940156;Texas Instruments;no;64
LMR14010ADDCR, Преобразователь постоянного тока понижающий вход 4В...40В 1А;/product0/8020822236;Texas Instruments;no;120
LMR14020SDDAR, Преобразователь постоянного тока синхронный понижающий вход 4В...40В выход 1В...36В 2A 8-Pin HSOIC EP лента на катушке;/product0/8025316002;Texas Instruments;no;85
"LMR14030SDDAR, IC: PMIC; DC/DC converter; Uin: 4?40VDC; Uout: 0.8?28VDC; 3.5A; Ch: 1";/product0/8030573046;Texas Instruments;no;170
LMR14030SDDAR, Преобразователь постоянного тока понижающий вход 4В...40В выход 0.8В...28В 3.5A 8-Pin HSOIC EP лента на катушке;/product0/8025316036;Texas Instruments;no;76
LMR14050SDDAR, Преобразователь постоянного тока синхронный понижающий вход 4В...40В выход 1В...36В 5A 8-Pin HSOIC EP лента на катушке;/product0/8024499808;Texas Instruments;no;110
LMR14203XMKX/NOPB, Преобразователь постоянного тока понижающий подстраиваемый 0.3А;/product0/8001771754;Texas Instruments;no;130
LMR16006XDDCR, Преобразователь постоянного тока понижающий подстраиваемый 0.6А;/product0/8004288031;Texas Instruments;no;68
LMR16006YDDCR, , Понижающий регулятор напряжения с малым током покоя в ECO режиме , 2.1МГц, 28мкА - Standby Current, 0.6A, SIMPLE SWITCH;/product0/8015940123;Texas Instruments;no;49
LMR16006YDDCR, Преобразователь постоянного тока понижающий подстраиваемый 0.6А;/product0/8001656569;Texas Instruments;no;78
"LMR16020PDDAR, IC: PMIC; DC/DC converter,synchronous; Uin: 4.3?60VDC; 2A; Ch: 1";/product0/8030573043;Texas Instruments;no;140
"LMR16030SDDAR, IC: PMIC; DC/DC converter,synchronous; Uin: 4.3?60VDC; 3A; Ch: 1";/product0/8030573042;Texas Instruments;no;120
LMR16030SDDAR, Преобразователь DC-DC вход 4.3В...60В синхронный понижающий одноканальный выход 1В...50В 3A 8-Pin HSOIC EP лента на катушке;/product0/8024980612;Texas Instruments;no;91
LMR23610ADDAR;/product0/8008592640;Texas Instruments;no;320
LMR33630ADDAR, Импульсный преобразователь напряжения 3.8....36В 3А синхронный понижающий малошумящий 8-SO PowerPAD -40....+125°С;/product0/8016170709;Texas Instruments;no;83
LMR36506R3RPER, Преобразователь импульсный понижающий вход 3:.65В выход 0.6А синхронный ток покоя 4 мкА;/product0/8027735450;Texas Instruments;no;380
LMR62014XMF/NOPB, , Повышающий преобразователь напряжения , SIMPLE SWITCHER, 1.4А, 20В вых., 1.6МГц, корпус SOT-23-5;/product0/8007163986;Texas Instruments;no;54
LMR62014XMFX/NOPB, , преобразователь постоянного тока повышающий подстраиваемый , 1.4 А, корпус SOT23-5;/product0/8007443169;Texas Instruments;no;60
LMZ14203TZE-ADJ/NOPB, Модуль преобразователя постоянного тока одиночный выход 0.8В до 6В 3А;/product0/8009944841;Texas Instruments;no;1260
LMZ21700SILT, , Cиловой модуль понижающего DC/DC преобразователя в миниатюрном корпусе, SIMPLE SWITCHER, 650мА, 3 ... 17В вх., 0.9 ... 6;/product0/8020810385;Texas Instruments;no;270
LMZ21701SILT, , Cиловой модуль понижающего DC/DC преобразователя в миниатюрном корпусе, SIMPLE SWITCHER, 1000 мА, 3 ... 17В вх., 0.9 ...;/product0/8020810386;Texas Instruments;no;390
LT1076CQ-5PBF, Преобразователь постоянного тока понижающий синхронный вход 7.3....45В выход 2.5....50В 10А 6-Pin(5+Tab) DDPAK;/product0/8016698399;Analog Devices;no;670
LT1373CS8#PBF, Преобразователь постоянного тока 2.7В до 20В одиночный выход 35В 8-SOIC туба;/product0/8024596646;Analog Devices;no;890
LT1376CN8-5, Преобразователь постоянного тока понижающий синхронный вход 5....25В выход 5В 1.5А 8-PDIP N туба;/product0/8016698398;Analog Devices;no;500
"LT1961EMS8E#PBF, IC: PMIC; DC/DC converter; Uin: 3?25VDC; Uout: 1.2?35VDC; 1.5A; Ch: 1";/product0/8022358970;Analog Devices;no;910
LT3580IMS8E#TRPBF;/product0/8021277156;Analog Devices;no;620
LT3580MPMS8E#PBF;/product0/8016170732;Analog Devices;no;780
LT8602IUJ#PBF, Преобразователь DC-DC вход 3В...42В синхронный понижающий 4 выхода 1В...42В 1.5A/1.8A/1.8A/2.5A;/product0/8024557915;Analog Devices;no;1290
LT8614IUDC#TRPBF, Импульсный регулятор напряжения 42V, 4A Synchronous Step-Down SILENT SWITCHER with 2.5uA Quiescent Current;/product0/8014727265;Analog Devices;no;980
LT8631EFE#TRPBF, Преобразователь постоянного тока понижающий синхронный подстраиваемый вход 3В...100В выход 0.8В...60В 1А;/product0/8025266454;Analog Devices;no;650
LTC1044ACS8TRPBF, Преобразователь постоянного тока с переключаемым конденсатором/ повышающий/понижающий 20мА автомобильного применения;/product0/8022411726;Analog Devices;no;670
LTC3115IFE-1#TRPBF;/product0/8025265941;Analog Devices;no;1420
LTC3388EMSE-1PBF, Преобразователь постоянного тока 2.7В до 20В синхронный понижающий одиночный выход 1.2В/1.5В/1.8В/2.5В 0.05А;/product0/8016246437;Analog Devices;no;990
LTC3539EDCB-2TRMPBF;/product0/8016201420;Analog Devices;no;810
LTC3630AHMSE#PBF, Преобразователь DC-DC вход 4В...76В синхронный понижающий выход 0.8В...76В 0.5A автомобильного применения 12-Pin MSOP EP;/product0/8024596687;Analog Devices;no;850
"LTC3780EGPBF, IC: PMIC; преобразователь DC/DC; Uвх: 4?36ВDC; Uвых: 0,8?30ВDC; 3А";/product0/8024642919;Analog Devices;no;1730
LTM4608AEY#PBF, Преобразователь постоянного тока синхронный 8А;/product0/8024469948;Analog Devices;no;2640
LTM8023IV#PBF, Преобразователь постоянного тока понижающий подстраиваемый 2А;/product0/8023895697;Analog Devices;no;1940
MAX15053EWL+T, Преобразователь постоянного тока понижающий синхронный подстраиваемый 2А;/product0/8003039626;Maxim;no;900
MAX15062AATA+T, Преобразователь постоянного тока понижающий синхронный 3.3В;/product0/8000638488;Maxim;no;150
MAX1523EUT+, Преобразователь постоянного тока повышающий 1МГц;/product0/8003303837;Maxim;no;310
MAX1676EUB+T, Преобразователь постоянного тока повышающий синхронный фиксированный/ подстраиваемый;/product0/8002076848;Maxim;no;280
MAX1678EUA+T, Преобразователь постоянного тока повышающий синхронный 3.3В/подстраиваемый;/product0/8003147542;Maxim;no;310
MAX1692EUB+, Преобразователь постоянного тока понижающий синхронный подстраиваемый 0.6А;/product0/8024499776;Maxim;no;320
MAX1692EUB+T, Преобразователь постоянного тока понижающий синхронный подстраиваемый 0.6А;/product0/8019418868;Maxim;no;320
MAX1714BEEE+, Преобразователь постоянного тока повышающий ШИМ;/product0/8024656084;Maxim;no;630
MAX1720EUTG, Преобразователь постоянного тока с переключаемым конденсатором инвертирующий подстраиваемый;/product0/8002908523;ON Semiconductor;no;170
MAX1722EZK+T, Преобразователь постоянного тока повышающий синхронный подстраиваемый;/product0/8002956626;Maxim;no;350
MAX1724EZK33+T, Преобразователь постоянного тока повышающий синхронный 3.3В;/product0/8000638479;Maxim;no;190
MAX1724EZK50+T, Преобразователь постоянного тока повышающий синхронный 5В 0.15А23;/product0/8002843738;Maxim;no;370
MAX17502FATB+T, Преобразователь постоянного тока понижающий синхронный 5В 1А;/product0/8028727035;Maxim;no;250
MAX17544ATP+, Преобразователь постоянного тока понижающий синхронный подстраиваемый 3.5А;/product0/8016201108;Maxim;no;1030
MAX1776EUA+T, Преобразователь постоянного тока понижающий 5В/подстраиваемый 0.6А;/product0/8077738882;Maxim;no;370
MAX1790EUA+T, Преобразователь постоянного тока повышающий 12В/1.6А, 1.2МГц;/product0/8001676547;Maxim;no;77
MAX1796EUA+T, Импульсные регуляторы напряжения Low-Supply Current Step-Up DC/DC Conv;/product0/8008280236;Maxim;no;870
MAX1797EUA+T, Преобразователь постоянного тока повышающий синхронный фиксированный/ подстраиваемый;/product0/8001638926;Maxim;no;270
MAX1951ESA+T, Преобразователь постоянного тока понижающий синхронный подстраиваемый 2А;/product0/8001545528;Maxim;no;270
MAX20077ATCB/VY+, Преобразователь постоянного тока понижающий синхронный подстраиваемый 2.5А;/product0/8016695466;Maxim;no;630
MAX4420CSA+, Драйвер MOSFET одиночный 6A верхнего плеча 8-SOIC;/product0/8024557892;Maxim;no;300
MAX483ECSA+T, Приемопередатчик RS485/ RS422;/product0/8022183260;Maxim;no;260
MAX5033BASA+T, Преобразователь постоянного тока понижающий 500мА 76В;/product0/8080932096;Maxim;no;510
MAX5035DASA+T, Преобразователь постоянного тока понижающий подстраиваемый 1А;/product0/8001641723;Maxim;no;320
MAX5090AATE+, Преобразователь постоянного тока понижающий 3.3В 2А;/product0/8000638512;Maxim;no;760
MAX607ESA+, Преобразователь постоянного тока;/product0/8024596622;Maxim;no;740
MAX639EPA+, Преобразователь постоянного тока понижающий 5В/подстраиваемый 225мА;/product0/8024469888;Maxim;no;630
MAX660CPA+, Преобразователь постоянного тока инвертирующий вход 1.5-5.5В выход -1.5-5.5В ток 0.1А 0°С...+70°С;/product0/8228583237;Maxim;no;740
MAX660CSA+T, Зарядный насос INV/STPUP -1.5V to -5.5V/3V to 11V 100mA 8-Контактный SOIC N T/R;/product0/8031316912;Maxim;no;300
MAX660ESA+T, Преобразователь постоянного тока инвертирующий вход 1.5-5.5В выход -1.5-5.5В ток 0.1А -40°С...+85°С;/product0/8539749058;Maxim;no;210
MAX660MX/NOPB, Преобразователь постоянного тока мультиконфигурационный подстраиваемый;/product0/8001920773;Texas Instruments;no;180
MAX764CSA, Микросхема регулятор напряжения импульсный (SOIC-8);/product0/8021838981;Maxim;no;640
MAX765CPA+, Преобразователь постоянного тока -12В/подстраиваемый 0.12А;/product0/8024596624;Maxim;no;530
MAX828EUK+T, Преобразователь постоянного тока мультиконфигурационный подстраиваемый;/product0/8000638487;Maxim;no;420
MAX8546EUB+, ШИМ контроллер понижающий связь по напряжению 10-UмАX;/product0/8024469891;Maxim;no;290
MAX860ESA+T, Преобразователь постоянного тока с переключаемыми конденсаторами двойной ключ инвертирующий;/product0/8000828153;Maxim;no;700
MC33063AD, Преобразователь DC/DC, boost,buck, Uвх 3-40В, Uвых 1,25-40В;/product0/8025829170;Texas Instruments;no;260
MC33063ADR2G, , Преобразователь постоянного тока , корпус SOIC-8;/product0/8014702534;ON Semiconductor;no;44
"MC33063ADR2G, IC: PMIC; DC/DC converter; Uin: 3?40VDC; Uout: 1.25?40VDC; 1.5A; SO8";/product0/8020014482;ON Semiconductor;no;110
MC33063ADR2G, Преобразователь постоянного тока 3...40В 5...37В 1.5А 2% -40...+85°С;/product0/8321416498;ON Semiconductor;no;62
MC33063AMM, микросхемы управления преобразователем DC в DC (MSOP-8);/product0/8021498480;Fulihao;5-6 дней,1100 шт.;55
MC33063AVDR2G, Преобразователь постоянного тока понижающий-повышающий инвертирующий подстраиваемый;/product0/8011896236;ON Semiconductor;no;120
MC33166D2TG, Преобразователь постоянного тока мультиконфигурационный подстраиваемый;/product0/8014106402;ON Semiconductor;no;260
MC33166TG, Преобразователь постоянного тока понижающий-повышающий подстраиваемый 3А;/product0/8003343527;ON Semiconductor;no;800
MC34063ACD-TR, , DC-DC преобразователь STMicroelectronics, 3/40 В, 1.5 А, 100 кГц, корпус SOIC-8;/product0/8023203875;ST Microelectronics;5 дней,500 шт.;22
"MC34063ACN, IC: driver; DC/DC converter; Uin: 3?40VDC; Uout: 1.25?38VDC; 1.5A";/product0/8017331126;ST Microelectronics;5-6 дней,26 шт.;87
MC34063ADR, , Импульсный регулятор напряжения , 1.5А, 100 кГц, 0°C ~ 70°C, корпус SOIC-8;/product0/8020390966;Texas Instruments;no;26
MC34063AG-S08-R;/product0/8001790150;Unisonic;5-6 дней,58136 шт.;11
MC34063AL-D08-T;/product0/8003333293;Unisonic;5-6 дней,812 шт.;17
"MC34063EBD-TR, IC: driver; DC/DC converter; Uin: 3?40VDC; Uout: 1.25?38VDC; 1.5A";/product0/8030544600;ST Microelectronics;5-6 дней,362 шт.;44
MC34063ECD-TR;/product0/8001786643;ST Microelectronics;5-6 дней,35 шт.;40
MCDR1419NP-121K;/product0/8001781014;Sumida;5-6 дней,478 шт.;290
MCDR1419NP-121K, (120uH 3.0A), Силовая индуктивность 120uH +10% 3A 0.098Om радиальная без магнитного экрана;/product0/8021751405;Sumida;5-6 дней,135 шт.;200
MCP16311-E/MS, Преобразователь DC/DC,Step-down, Uвх 4,4-30В, Uвых 2-24В, MSOP8;/product0/8034599926;Microchip;no;410
MCP16311T-E/MNY, Преобразователь постоянного тока понижающий синхронный подстраиваемый 1А 8TDFN;/product0/8021586652;Microchip;no;140
MCP1640BT-I/CHY, Преобразователь постоянного тока повышающий 500кГц регулируемый выход 2В 300мА;/product0/8007753743;Microchip;no;140
MEA1D1512SC, DC/DC преобразователь на плату 1Вт 15-12В (TMA1512D AM1D-1512DZ P6CU-1512ZLF);/product0/8796210880;Murata Power;5-6 дней,18 шт.;560
MEJ1S0515SC, DC/DC преобразователь на плату 1Вт 5-15В Single 5.2кВ;/product0/8524024847;Murata Power;5-6 дней,20 шт.;780
MEJ2S0303SC, DC/DC преобразователь на плату 2Вт 3.3-3.3В Single 5.2кВ;/product0/8278243165;Murata Power;5-6 дней,14 шт.;790
MEJ2S1205SC, DC/DC преобразователь на плату 2Вт 12-5В Single 5.2кВ;/product0/8529825446;Murata Power;5-6 дней,1 шт.;710
MIC28514T-E/PHA, Преобразователь постоянного тока синхронный понижающий, 800кГц;/product0/8003263334;Microchip;no;360
MIC5205-2.5YM5-TR, Линейный стабилизатор с низким падением напряжения 2.5В 150мА малошумящий;/product0/8001676542;Microchip;no;81
MP1591DN-LF-Z, Преобразователь постоянного тока понижающий 6.5В до 32В 8-SOIC лента на катушке;/product0/8016266316;Monolithic;5-6 дней,1234 шт.;89
MP2596HV, Понижающий DC/DC преобразователь (1,3...30, 3А);/product0/8011141834;Мастер Кит;5-6 дней,65 шт.;1420
MP4560DQ-LF-Z, Преобразователь постоянного тока понижающий положительной полярности подстраиваемый 0.8В 2А;/product0/8021460505;Monolithic;5-6 дней,1009 шт.;160
MT3540-F25, Преобразователь DC-DC SOT-23-5;/product0/8035455028;AEROSEMI;5-6 дней,70 шт.;11
MTU1S0515MC, DC/DC SM 1Вт 5-15В Single 1кВ;/product0/8409855229;Murata Power;5-6 дней,28 шт.;700
NCP1521BSNT1G, Преобразователь постоянного тока понижающий синхронный подстраиваемый 0.6А;/product0/8767923301;ON Semiconductor;no;110
NCP4200MNR2G, Преобразователь DC/DC импульсный понижающий 4 выхода 6000кГц 40-Pin QFN EP лента на катушке;/product0/8016695489;ON Semiconductor;no;290
NCS6S4803C, DC/DC преобразователь на плату 6Вт TEN 5-4810WI AM6TW-4803S-RZ P26TG-483R3E4:1;/product0/8608856501;Murata Power;5-6 дней,1 шт.;1860
NCV3063DR2G, Преобразователь постоянного тока понижающий-повышающий инвертирующий подстраиваемый;/product0/8000640945;ON Semiconductor;no;200
NDL1212SC, DC/DC преобразователь на плату 2Вт 12В-12В SIP (TMR3-1212);/product0/8215604507;Murata Power;5-6 дней,1 шт.;1560
NDTD1205C, DC/DC преобразователь на плату 3Вт 12В-5В DIP24 (THI1220);/product0/8467615296;Murata Power;5-6 дней,6 шт.;1400
NDTD1212C, DC/DC преобразователь на плату 3Вт 12В-12В DIP24 (THI1221);/product0/8778082170;Murata Power;5-6 дней,15 шт.;1630
NDTD2405C, DC/DC преобразователь на плату 3Вт 24В-5В DIP24 (THI2420);/product0/8218377152;Murata Power;5-6 дней,7 шт.;1660
NDTS0503C, DC/DC преобразователь на плату 3Вт 5В-3.3В DIP24 (TEL2-0510);/product0/8385947966;Murata Power;5-6 дней,8 шт.;1200
NDTS2412C, DC/DC преобразователь на плату 3Вт 24В-12В DIP24 (TEN3-2412);/product0/8368535489;Murata Power;5-6 дней,6 шт.;2060
NME0512SC;/product0/8013449144;Murata Power;5-6 дней,45 шт.;1000
NMJ0512SAC, DC/DC преобразователь на плату 1Вт 5-12В SIP 5.2кВ;/product0/8882727193;Murata Power;5-6 дней,20 шт.;1120
NMV0515SC, DC/DC преобразователь на плату 1Вт 5-15В SIP EOL;/product0/8807645404;Murata Power;5-6 дней,4 шт.;1350
NN1-05S05ANT, DC-DC преобразователь;/product0/8010601660;AIPULNION;5-6 дней,7 шт.;250
PKF2111ASI, Микросхема преобразователь DC/DC;/product0/8021839238;SONY ERICSSON;5-6 дней,1 шт.;2470
PN8055SM-A1;/product0/8021257250;Chipown;5-6 дней,10723 шт.;37
PN8309HSE-A1;/product0/8016022584;Chipown;5-6 дней,3220 шт.;66
PS2533L-1-F3-A;/product0/8005652767;Renesas;5-6 дней,3113 шт.;120
PTH08T220WAD;/product0/8004145772;Texas Instruments;no;2930
RC1-14 / FRC1-14;/product0/8024122359;RUICHI;5-6 дней,6 шт.;2680
RS6651YTH;/product0/8024945460;RUNIC;5-6 дней,5851 шт.;16
RT4812GJ8F;/product0/8032864842;Richtek;5-6 дней,70 шт.;58
RT6150AGQW;/product0/8026782452;Richtek;5-6 дней,1373 шт.;130
RT6150AGQW, Преобразователь DC-DC повышающий-понижающий 1.8В...5.5В 800мА DFN-10-EP(3x3);/product0/8037941284;RICH;5-6 дней,84 шт.;150
RT6154AGQW;/product0/8026709681;Richtek;5-6 дней,1944 шт.;130
RT6212AHGJ6F;/product0/8026905584;Richtek;5-6 дней,1270 шт.;52
RT6253AHGJ6F;/product0/8037244920;Richtek;5-6 дней,1445 шт.;27
RT6363GSP;/product0/8025924378;Richtek;5-6 дней,765 шт.;120
RT8010GQW;/product0/8026905620;Richtek;5-6 дней,40 шт.;36
RT8059GJ5;/product0/8037156497;Richtek;5-6 дней,5724 шт.;17
RT8070ZQW;/product0/8008018636;Richtek;5-6 дней,100 шт.;61
RT8259GJ6;/product0/8028977434;Richtek;5-6 дней,1348 шт.;21
RT8279GSP;/product0/8026574060;Richtek;5-6 дней,1659 шт.;50
SC195ULTRT;/product0/8016295507;Semtech Corporation;5-6 дней,59 шт.;130
SC493ULTRT, Преобразователь постоянного тока понижающий синхронный одноканальный вход 3....28В 20-Pin MLPQ-UT EP лента на катушке;/product0/8016448716;Semtech Corporation;5-6 дней,1631 шт.;200
SCM1209ATA;/product0/8017288326;Mornsun;5-6 дней,5020 шт.;36
SCM1209ATA, Драйвер трансформатора 9...24В для изолированного источника питания;/product0/8036906838;Mornsun;5-6 дней,157 шт.;36
SCM1301ATA;/product0/8011964943;Mornsun;5-6 дней,77552 шт.;20
SCM1302ASA;/product0/8024845185;Mornsun;5-6 дней,2933 шт.;33
SCM1302ASA, Преобразователь постоянного тока вход 4.5....40В понижающий подстраиваемый 2А;/product0/8029689241;Mornsun;5-6 дней,112 шт.;49
SGM3206YN5G/TR;/product0/8038802431;SGMICRO;5-6 дней,2000 шт.;39
SM8081AAC;/product0/8025122155;Silergy;5-6 дней,11109 шт.;5
SQ27001FCC;/product0/8026346511;Silergy;5-6 дней,2276 шт.;150
SQ27001FCC, Преобразователь постоянного тока понижающий синхронный высоеоэффективный 1А 100В;/product0/8033070666;Silergy;5-6 дней,200 шт.;190
SQ27403FCA;/product0/8025289339;Silergy;5-6 дней,4820 шт.;150
ST1S06PUR, понижающий преобразователь 1,5А вход 2,6-5,5В выход 0,5-5В 1,5МГц VFDFPN6 3x3;/product0/8030420985;ST Microelectronics;5-6 дней,490 шт.;180
ST1S09IPUR, Преобразователь постоянного тока понижающий синхронный 2А;/product0/8002853029;ST Microelectronics;5-6 дней,300 шт.;170
ST1S40IDR, , Преобразователь постоянного тока понижающий синхронный подстраиваемый ST Microelectronics, 3А, корпус SOIC-8;/product0/8026343764;ST Microelectronics;5 дней,340 шт.;76
ST1S50PUR;/product0/8002377025;ST Microelectronics;5-6 дней,535 шт.;160
SY7069ADC, ИС управления аккумулятором SOT-23-6;/product0/8031095146;Silergy;5-6 дней,16 шт.;58
SY7304DBC, (SY21314DBC);/product0/8025289340;Silergy;5-6 дней,4155 шт.;70
SY7901DBC;/product0/8025289337;Silergy;5-6 дней,3852 шт.;57
SY8088IAAC, (SY20018IAAC);/product0/8023424535;Silergy;5-6 дней,10599 шт.;7
SY8088IAAC, Преобразователь DC-DC SOT-23-5;/product0/8032947315;Silergy;5-6 дней,25 шт.;9
SY8089AAAC, (SY20149AAAC);/product0/8023553720;Silergy;5-6 дней,6151 шт.;20
SY8089AAAC, Step-down type Преобразователь DC-DC SOT-23-5;/product0/8023519319;Silergy;5-6 дней,67 шт.;28
SY81012VDC;/product0/8027122654;Silergy;5-6 дней,4728 шт.;99
SY8113BADC;/product0/8024377125;Silergy;5-6 дней,1101 шт.;28
SY8113BADC, Step-down type Преобразователь DC-DC TSOT-23-6;/product0/8035455043;Silergy;5-6 дней,10 шт.;58
SY8120B1ABC, Step-down type Преобразователь DC-DC SOT-23-6;/product0/8030545014;Silergy;5-6 дней,85 шт.;44
SY8120B1ABC, Преобразователь импульсный понижающий SOT-23-6;/product0/8025337071;Silergy;5-6 дней,1443 шт.;28
SY8205FCC, (SY21211FCC);/product0/8025318336;Silergy;5-6 дней,1465 шт.;59
SY8286ARAC, Преобразователи постоянного тока в постоянный Step-down type QFN-20-EP(3x3) Преобразователь DC-;/product0/8031316990;Silergy;5-6 дней,7 шт.;110
SY8301ABC, (SY21036ABC);/product0/8026368000;Silergy;5-6 дней,1475 шт.;36
SY8502FCC, (SY21052FCC);/product0/8024504946;Silergy;5-6 дней,2128 шт.;150
SY8502FCC, Преобразователь постоянного тока понижающий синхронный 85В 1.2А;/product0/8024403446;Silergy;5-6 дней,440 шт.;160
SY8502FCC, Преобразователь постоянного тока понижающий синхронный 85В 1.2А;/product0/8030544668;Silergy;5-6 дней,27 шт.;150
SY9702QOC;/product0/8027122651;Silergy;5-6 дней,5688 шт.;86
SY98103ATRC;/product0/8027122643;Silergy;5-6 дней,2827 шт.;230
SY98103ATRC, Преобразователь постоянного тока импульсный;/product0/8027297773;Silergy;5-6 дней,100 шт.;240
TC620CVOA713;/product0/8001922799;Microchip;no;130
TC7662BEOA713, Преобразователь постоянного тока с переключаемым конденсатором инвертирующий подстраиваемый;/product0/8009583822;Microchip;no;230
TD541S-43H3, Преобразователь постоянного тока изолированный DFN16;/product0/8027796619;Mornsun;5-6 дней,68 шт.;370
TEN 8-2422, DC/DC преобразователи на печатную плату 24В двуполярный выход 12В/-12В 0.335A/-0.335A;/product0/8033721126;Traco;5-6 дней,47 шт.;2810
THL 20-4813WI;/product0/8019984168;Traco;5-6 дней,2 шт.;16140
TL1451ACN;/product0/8004161580;Texas Instruments;no;150
